question_id,video_id,start,end
Sequence_T1_4039,OJGGZ,0.0,36.9
Sequence_T1_4040,M2F66,0.0,10.7
Sequence_T1_4041,M2F66,0.0,10.7
Sequence_T1_4042,M2F66,0.0,10.7
Sequence_T1_4043,M2F66,9.6,23.0
Sequence_T1_4044,GCWNT,8.6,16.7
Sequence_T1_4045,1JYPW,0.0,21.2
Sequence_T1_4046,1JYPW,0.0,21.2
Sequence_T1_4047,IKZJE,7.4,28.2
Sequence_T1_4048,XFLQH,21.0,36.0
Sequence_T1_4049,XFLQH,0.0,13.3
Sequence_T1_4050,XFLQH,7.3,26.0
Sequence_T1_4060,YC3OE,11.3,36.5
Sequence_T1_4061,YC3OE,25.4,36.5
Sequence_T1_4062,YC3OE,25.0,36.5
Sequence_T1_4063,YC3OE,27.4,36.5
Sequence_T1_4064,TQGPM,0.0,21.6
Sequence_T1_4065,ZFT87,9.0,22.1
Sequence_T1_4067,DRXNL,17.8,30.9
Sequence_T1_4068,DRXNL,12.9,24.9
Sequence_T1_4069,DRXNL,6.6,17.8
Sequence_T1_4070,DRXNL,0.0,10.5
Sequence_T1_4071,DRXNL,13.2,24.9
Sequence_T1_4072,DRXNL,0.0,10.5
Sequence_T1_4075,YJRBY,4.7,29.2
Sequence_T1_4076,7CXYB,0.0,10.5
Sequence_T1_4077,YAPN7,15.4,27.7
Sequence_T1_4078,YAPN7,22.4,27.7
Sequence_T1_4079,YAPN7,26.2,33.3
Sequence_T1_4080,YAPN7,13.9,22.1
Sequence_T1_4081,YAPN7,2.6,11.7
Sequence_T1_4082,YAPN7,7.3,15.2
Sequence_T1_4083,YAPN7,22.6,31.8
Sequence_T1_4088,JD3KW,34.7,43.5
Sequence_T1_4089,JD3KW,13.3,24.8
Sequence_T1_4090,5XCUV,20.9,29.0
Sequence_T1_4091,5XCUV,0.0,29.0
Sequence_T1_4092,9D6WC,0.2,9.1
Sequence_T1_4093,OHNF4,0.0,23.8
Sequence_T1_4094,1NNFV,8.0,22.0
Sequence_T1_4096,JQ2SN,0.8,17.2
Sequence_T1_4097,JQ2SN,0.0,17.2
Sequence_T1_4098,JQ2SN,0.0,17.2
Sequence_T1_4100,FM3TT,0.0,10.0
Sequence_T1_4101,0RNRI,15.4,21.1
Sequence_T1_4102,0RNRI,12.0,20.5
Sequence_T1_4103,0RNRI,12.0,20.5
Sequence_T1_4104,AFTMI,13.5,37.8
Sequence_T1_4105,AFTMI,0.0,37.8
Sequence_T1_4106,969Z9,0.0,7.4
Sequence_T1_4107,IFQS1,6.1,13.3
Sequence_T1_4108,GIZ95,0.0,32.0
Sequence_T1_4109,V4PKW,0.0,20.5
Sequence_T1_4110,RKGXU,11.9,22.9
Sequence_T1_4111,DJMZC,0.0,17.3
Sequence_T1_4113,NSDFA,0.0,29.2
Sequence_T1_4114,NSDFA,1.2,29.2
Sequence_T1_4115,NL7BY,0.0,8.4
Sequence_T1_4116,NL7BY,2.7,9.7
Sequence_T1_4117,NL7BY,6.0,14.0
Sequence_T1_4118,K2LY1,0.0,23.3
Sequence_T1_4119,3YC35,14.6,32.7
Sequence_T1_4120,3YC35,14.8,32.7
Sequence_T1_4121,E6389,9.8,20.6
Sequence_T1_4122,G41CL,6.2,16.2
Sequence_T1_4123,G41CL,3.5,14.0
Sequence_T1_4124,CTCO8,22.4,27.0
Sequence_T1_4125,YINV4,0.6,8.2
Sequence_T1_4126,YINV4,2.0,8.2
Sequence_T1_4127,UBYBQ,2.4,20.1
Sequence_T1_4128,A4VK8,5.1,10.7
Sequence_T1_4129,A4VK8,12.3,19.0
Sequence_T1_4130,A4VK8,0.0,9.9
Sequence_T1_4131,A4VK8,0.0,9.9
Sequence_T1_4132,A4VK8,12.5,19.0
Sequence_T1_4133,8NGDR,0.0,22.9
Sequence_T1_4134,EQO9N,0.0,28.0
Sequence_T1_4135,WSLMS,6.4,24.9
Sequence_T1_4136,AAW5D,8.4,20.2
Sequence_T1_4137,T8V10,12.2,29.7
Sequence_T1_4138,7POUA,0.0,19.2
Sequence_T1_4139,7POUA,0.0,19.2
Sequence_T1_4140,X1KKZ,8.7,18.8
Sequence_T1_4141,XIG01,0.0,10.6
Sequence_T1_4142,106AY,28.5,35.0
Sequence_T1_4144,106AY,27.8,35.0
Sequence_T1_4146,3EIRZ,0.2,11.3
Sequence_T1_4147,J8KPE,7.9,17.9
Sequence_T1_4148,RO9RP,11.4,27.1
Sequence_T1_4149,RO9RP,20.5,30.0
Sequence_T1_4150,CWUDQ,5.9,23.0
Sequence_T1_4151,A52N5,9.5,17.8
Sequence_T1_4152,A52N5,3.7,13.6
Sequence_T1_4153,A52N5,11.8,20.6
Sequence_T1_4154,EL3N9,22.9,36.1
Sequence_T1_4155,0F0WE,6.5,21.4
Sequence_T1_4158,S2XJW,4.8,13.2
Sequence_T1_4159,UZMMO,0.5,25.1
Sequence_T1_4160,G9I7C,11.6,19.5
Sequence_T1_4163,FYJJT,20.7,29.4
Sequence_T1_4164,UMXKN,0.0,17.0
Sequence_T1_4165,UMXKN,14.1,20.7
Sequence_T1_4166,UMXKN,4.1,17.0
Sequence_T1_4167,UMXKN,1.5,17.0
Sequence_T1_4168,UMXKN,15.2,22.6
Sequence_T1_4169,VOAAZ,26.9,33.2
Sequence_T1_4170,5XKVP,3.1,9.0
Sequence_T1_4171,SVEWD,0.0,23.8
Sequence_T1_4172,H51V5,10.8,18.0
Sequence_T1_4174,IUBYO,0.0,7.0
Sequence_T1_4175,IUBYO,0.0,7.0
Sequence_T1_4176,IUBYO,0.0,7.0
Sequence_T1_4177,TNEEH,0.0,25.5
Sequence_T1_4179,F0ZPW,22.6,31.3
Sequence_T1_4183,6B7HM,0.0,24.9
Sequence_T1_4184,6B7HM,0.0,24.9
Sequence_T1_4185,A2Z46,0.0,26.7
Sequence_T1_4186,A2Z46,25.4,33.3
Sequence_T1_4187,M7Y6V,1.7,6.8
Sequence_T1_4188,M7Y6V,1.5,6.8
Sequence_T1_4189,M7Y6V,2.0,8.7
Sequence_T1_4190,TSYR3,13.4,24.1
Sequence_T1_4191,6JGXL,0.0,20.9
Sequence_T1_4192,SY1JE,2.2,17.2
Sequence_T1_4193,SY1JE,2.1,17.2
Sequence_T1_4195,GMMVC,10.6,17.4
Sequence_T1_4201,VU7P7,6.2,18.0
Sequence_T1_4202,VU7P7,4.8,18.0
Sequence_T1_4203,3Z1YC,14.8,22.9
Sequence_T1_4204,E0ZBC,0.0,38.1
Sequence_T1_4205,E0ZBC,0.0,38.1
Sequence_T1_4206,JTXUA,16.4,37.0
Sequence_T1_4207,JTXUA,15.8,37.0
Sequence_T1_4208,JTXUA,5.3,25.2
Sequence_T1_4209,785X2,24.0,51.9
Sequence_T1_4210,785X2,24.0,51.9
Sequence_T1_4211,785X2,3.2,51.9
Sequence_T1_4212,TF0KM,0.0,30.0
Sequence_T1_4213,TF0KM,0.0,30.0
Sequence_T1_4219,99UA6,9.3,60.0
Sequence_T1_4220,81YUE,10.6,30.6
Sequence_T1_4222,D87LI,0.0,19.6
Sequence_T1_4223,D87LI,0.0,19.6
Sequence_T1_4224,F207R,4.5,12.8
Sequence_T1_4225,AK9IB,24.3,31.4
Sequence_T1_4226,AK9IB,24.5,35.0
Sequence_T1_4227,6MH42,8.3,16.4
Sequence_T1_4228,VWAEL,7.6,30.5
Sequence_T1_4229,MILRI,2.1,28.1
Sequence_T1_4232,6XGUE,4.4,22.4
Sequence_T1_4233,6XGUE,3.4,10.8
Sequence_T1_4234,6XGUE,0.0,10.8
Sequence_T1_4235,6XGUE,16.0,37.2
Sequence_T1_4236,6XGUE,0.0,10.8
Sequence_T1_4237,LP47Z,0.0,21.1
Sequence_T1_4238,330ZE,0.0,9.8
Sequence_T1_4239,330ZE,0.0,9.8
Sequence_T1_4240,OOCOF,9.0,27.1
Sequence_T1_4241,TLPMD,14.7,31.0
Sequence_T1_4242,0YTSJ,0.0,28.7
Sequence_T1_4243,X3EZR,0.0,6.4
Sequence_T1_4246,HR6MF,1.6,15.7
Sequence_T1_4247,0RSFD,1.5,19.1
Sequence_T1_4248,3OUXT,4.8,21.1
Sequence_T1_4249,3OUXT,13.3,22.3
Sequence_T1_4250,3OUXT,18.8,29.9
Sequence_T1_4252,ENJ7V,0.0,41.0
Sequence_T1_4253,JC1DV,0.0,16.1
Sequence_T1_4254,JC1DV,7.1,12.5
Sequence_T1_4255,JC1DV,0.0,16.1
Sequence_T1_4256,IXY95,13.0,24.0
Sequence_T1_4257,IXY95,1.0,18.0
Sequence_T1_4258,IXY95,14.1,22.0
Sequence_T1_4259,IXY95,15.9,22.0
Sequence_T1_4260,IXY95,0.0,18.0
Sequence_T1_4261,IXY95,1.1,18.0
Sequence_T1_4262,YH0BX,2.7,26.8
Sequence_T1_4263,H7LQM,6.9,35.0
Sequence_T1_4265,SGAGB,0.0,15.0
Sequence_T1_4266,SGAGB,10.1,19.4
Sequence_T1_4268,1TAMK,3.5,11.1
Sequence_T1_4269,ZDZFF,0.7,6.9
Sequence_T1_4270,PN7CX,0.8,20.5
Sequence_T1_4271,PN7CX,0.0,6.6
Sequence_T1_4272,PN7CX,0.0,6.6
Sequence_T1_4273,PN7CX,0.0,6.6
Sequence_T1_4274,IJNBL,16.9,41.3
Sequence_T1_4275,IJNBL,20.0,41.3
Sequence_T1_4276,IJNBL,16.9,41.3
Sequence_T1_4277,IJNBL,17.5,41.3
Sequence_T1_4278,6YTAJ,3.1,32.0
Sequence_T1_4279,6YTAJ,3.6,32.0
Sequence_T1_4280,6YTAJ,0.7,7.9
Sequence_T1_4281,6YTAJ,1.4,32.0
Sequence_T1_4282,6YTAJ,0.0,7.9
Sequence_T1_4283,6YTAJ,26.4,32.0
Sequence_T1_4284,6YTAJ,0.0,7.9
Sequence_T1_4285,1PB6T,0.0,9.1
Sequence_T1_4286,1PB6T,1.1,17.3
Sequence_T1_4287,4CAHN,18.9,24.5
Sequence_T1_4288,4CAHN,18.5,23.9
Sequence_T1_4289,OJLFZ,0.4,14.5
Sequence_T1_4290,OJLFZ,18.7,32.3
Sequence_T1_4291,OJLFZ,18.2,27.9
Sequence_T1_4292,OJLFZ,13.3,25.9
Sequence_T1_4293,OJLFZ,20.7,32.3
Sequence_T1_4294,ZFZEN,11.9,17.5
Sequence_T1_4295,ZFZEN,0.0,16.6
Sequence_T1_4296,ZFZEN,11.5,17.5
Sequence_T1_4297,ZFZEN,0.0,16.6
Sequence_T1_4298,5HGHH,0.2,11.3
Sequence_T1_4299,5HGHH,8.7,17.4
Sequence_T1_4300,5HGHH,6.5,16.9
Sequence_T1_4301,2RTH2,0.0,17.0
Sequence_T1_4303,SCOML,0.0,27.0
Sequence_T1_4304,O07KU,2.3,20.2
Sequence_T1_4305,HNPC8,0.0,11.9
Sequence_T1_4306,HNPC8,0.0,11.9
Sequence_T1_4307,XPOKK,8.2,14.0
Sequence_T1_4308,XPOKK,0.0,12.1
Sequence_T1_4309,07LG5,0.0,21.4
Sequence_T1_4310,07LG5,14.6,23.1
Sequence_T1_4311,07LG5,4.9,21.4
Sequence_T1_4312,07LG5,7.3,21.4
Sequence_T1_4313,07LG5,19.6,29.0
Sequence_T1_4314,07LG5,19.6,29.0
Sequence_T1_4315,07LG5,12.0,21.4
Sequence_T1_4316,07LG5,0.0,21.4
Sequence_T1_4317,H5ZG9,5.8,14.0
Sequence_T1_4318,H5ZG9,5.8,14.0
Sequence_T1_4319,H5ZG9,6.4,14.0
Sequence_T1_4320,JFSJF,0.0,27.0
Sequence_T1_4321,JFSJF,8.9,27.0
Sequence_T1_4322,JFSJF,0.0,27.0
Sequence_T1_4323,JFSJF,0.0,27.0
Sequence_T1_4324,PZ0MM,0.0,19.2
Sequence_T1_4329,VT64S,4.9,16.6
Sequence_T1_4331,F8UU2,0.0,16.2
Sequence_T1_4332,F8UU2,12.4,38.0
Sequence_T1_4333,F8UU2,10.7,38.0
Sequence_T1_4334,F8UU2,0.0,16.2
Sequence_T1_4335,JOWAU,0.0,19.0
Sequence_T1_4336,CLU7Z,2.1,12.3
Sequence_T1_4337,R2VY3,0.0,6.3
Sequence_T1_4338,R9NRA,19.4,32.0
Sequence_T1_4339,R9NRA,0.0,16.0
Sequence_T1_4340,GXDGV,3.2,11.3
Sequence_T1_4341,Z0Q5D,0.0,18.3
Sequence_T1_4342,Z0Q5D,0.0,18.3
Sequence_T1_4343,UCFCB,27.0,33.0
Sequence_T1_4344,UCFCB,22.2,33.0
Sequence_T1_4345,0M6IY,8.6,29.5
Sequence_T1_4346,0M6IY,13.8,29.5
Sequence_T1_4347,CV5YJ,0.0,28.5
Sequence_T1_4348,CV5YJ,22.5,33.6
Sequence_T1_4349,N513D,5.5,18.4
Sequence_T1_4350,N513D,13.5,19.8
Sequence_T1_4351,N513D,15.0,31.0
Sequence_T1_4352,N513D,0.0,6.3
Sequence_T1_4356,AZZ7V,0.0,16.0
Sequence_T1_4357,AZZ7V,0.0,16.0
Sequence_T1_4358,AZZ7V,11.0,32.0
Sequence_T1_4359,AZZ7V,10.8,32.0
Sequence_T1_4360,QIBAJ,15.2,27.8
Sequence_T1_4361,QIBAJ,1.5,19.2
Sequence_T1_4362,QIBAJ,13.2,27.8
Sequence_T1_4367,PIEHJ,0.0,33.5
Sequence_T1_4368,PIEHJ,27.6,38.0
Sequence_T1_4369,JQKR5,0.0,24.9
Sequence_T1_4370,JQKR5,20.9,32.7
Sequence_T1_4371,JQKR5,23.9,32.7
Sequence_T1_4372,8IPWO,1.8,14.4
Sequence_T1_4373,2ZXJ5,7.5,18.0
Sequence_T1_4374,2ZXJ5,5.7,12.7
Sequence_T1_4375,58YA5,0.0,17.7
Sequence_T1_4376,58YA5,0.0,17.7
Sequence_T1_4377,LRJS4,0.0,9.1
Sequence_T1_4378,LRJS4,0.0,9.1
Sequence_T1_4379,ELRP9,6.5,20.7
Sequence_T1_4380,ELRP9,5.9,20.7
Sequence_T1_4381,ELRP9,4.0,12.8
Sequence_T1_4382,19BHU,0.0,26.5
Sequence_T1_4383,AD9MO,2.4,22.9
Sequence_T1_4384,AD9MO,1.5,9.5
Sequence_T1_4385,AD9MO,0.0,7.6
Sequence_T1_4386,G0BKH,3.2,30.7
Sequence_T1_4387,G0BKH,0.7,30.7
Sequence_T1_4388,QXEWQ,0.7,11.0
Sequence_T1_4389,BB25Z,0.0,31.0
Sequence_T1_4390,AZ5JS,0.0,24.7
Sequence_T1_4391,AZ5JS,23.7,32.0
Sequence_T1_4392,7BX06,0.0,19.3
Sequence_T1_4397,G4MNO,0.0,13.5
Sequence_T1_4398,G4MNO,15.2,27.0
Sequence_T1_4399,P4MBS,0.0,27.2
Sequence_T1_4400,P4MBS,0.0,27.2
Sequence_T1_4401,5XCJ6,0.0,27.9
Sequence_T1_4402,5XCJ6,0.0,27.9
Sequence_T1_4403,ZF5CP,2.4,21.1
Sequence_T1_4404,ZF5CP,11.6,21.1
Sequence_T1_4405,ZF5CP,11.7,21.1
Sequence_T1_4407,IYD9U,0.0,16.0
Sequence_T1_4408,ZCG3J,1.0,9.9
Sequence_T1_4409,ZCG3J,15.2,23.2
Sequence_T1_4410,ZCG3J,4.9,16.2
Sequence_T1_4411,XRWBL,0.0,30.4
Sequence_T1_4412,XRWBL,0.0,30.4
Sequence_T1_4413,B0JWB,0.0,15.6
Sequence_T1_4417,XWKKZ,0.0,6.3
Sequence_T1_4418,BVGMT,4.7,10.9
Sequence_T1_4419,P1LWC,0.0,6.7
Sequence_T1_4420,QJXNG,0.0,17.3
Sequence_T1_4421,QJXNG,0.0,17.3
Sequence_T1_4423,F1QR1,10.1,23.4
Sequence_T1_4424,F1QR1,0.0,10.8
Sequence_T1_4425,FDPHZ,0.0,17.1
Sequence_T1_4426,5KGCY,0.0,15.6
Sequence_T1_4427,8N939,0.4,9.1
Sequence_T1_4428,8N939,0.0,9.1
Sequence_T1_4429,FX7ZY,2.0,13.3
Sequence_T1_4430,FX7ZY,8.6,20.7
Sequence_T1_4431,FX7ZY,9.5,20.7
Sequence_T1_4433,3K2QE,0.0,13.0
Sequence_T1_4434,45FWP,0.0,8.4
Sequence_T1_4436,97086,3.1,17.3
Sequence_T1_4437,97086,8.7,26.5
Sequence_T1_4438,HZTB1,0.0,9.1
Sequence_T1_4439,HZTB1,2.2,13.3
Sequence_T1_4440,HZTB1,3.5,33.3
Sequence_T1_4441,HZTB1,4.8,33.3
Sequence_T1_4442,JPEQK,0.0,13.8
Sequence_T1_4443,5VINT,0.0,32.0
Sequence_T1_4444,BMLFA,14.8,22.5
Sequence_T1_4445,BMLFA,12.1,22.4
Sequence_T1_4446,BMLFA,15.2,25.4
Sequence_T1_4447,GDS6Q,5.7,19.2
Sequence_T1_4448,0I0FX,6.0,29.0
Sequence_T1_4449,9LHP3,2.1,12.3
Sequence_T1_4450,9LHP3,2.1,12.3
Sequence_T1_4451,9LHP3,5.0,12.3
Sequence_T1_4452,UR7C8,1.1,14.3
Sequence_T1_4456,QLB69,0.0,20.0
Sequence_T1_4457,RH2YW,8.6,18.3
Sequence_T1_4458,RH2YW,0.0,8.5
Sequence_T1_4459,R2YKH,3.9,28.4
Sequence_T1_4460,R2YKH,18.8,26.7
Sequence_T1_4461,R2YKH,0.0,28.4
Sequence_T1_4462,R2YKH,19.6,51.4
Sequence_T1_4463,N93LD,0.0,20.9
Sequence_T1_4464,N93LD,0.0,20.9
Sequence_T1_4465,3DUAO,15.9,22.8
Sequence_T1_4466,3DUAO,4.6,18.5
Sequence_T1_4467,DHR83,0.0,5.4
Sequence_T1_4468,DHR83,0.0,5.4
Sequence_T1_4469,DHR83,0.0,5.4
Sequence_T1_4476,TYKVA,0.0,9.9
Sequence_T1_4477,WH1PD,0.0,19.8
Sequence_T1_4478,I6KKY,2.8,14.8
Sequence_T1_4479,I6KKY,0.9,8.7
Sequence_T1_4480,I6KKY,2.4,8.7
Sequence_T1_4481,BCQWJ,6.3,13.8
Sequence_T1_4485,827O1,13.9,22.1
Sequence_T1_4486,U9B0R,18.0,32.0
Sequence_T1_4487,U9B0R,0.0,26.1
Sequence_T1_4488,U9B0R,18.0,32.0
Sequence_T1_4492,IP2EA,0.0,16.3
Sequence_T1_4493,IP2EA,0.0,16.3
Sequence_T1_4494,IP2EA,7.7,25.5
Sequence_T1_4495,IP2EA,12.6,25.5
Sequence_T1_4496,IP2EA,18.1,30.8
Sequence_T1_4497,WENGZ,6.6,18.8
Sequence_T1_4498,WENGZ,5.4,18.8
Sequence_T1_4499,YUOVC,17.8,30.3
Sequence_T1_4505,D2VU8,0.0,8.2
Sequence_T1_4506,CC6JC,0.0,15.9
Sequence_T1_4507,CC6JC,0.0,15.9
Sequence_T1_4508,CC6JC,0.0,15.9
Sequence_T1_4509,QZ94G,0.0,14.8
Sequence_T1_4510,QZ94G,0.0,14.8
Sequence_T1_4511,QZ94G,9.4,17.4
Sequence_T1_4515,FI2TP,0.0,26.1
Sequence_T1_4516,GXVX8,0.0,9.1
Sequence_T1_4517,GXVX8,0.0,9.1
Sequence_T1_4518,XPDI1,0.0,10.0
Sequence_T1_4519,9HNRY,0.0,23.3
Sequence_T1_4520,9HNRY,0.0,23.3
Sequence_T1_4521,CBLSW,14.2,31.3
Sequence_T1_4522,VG8QP,0.0,9.5
Sequence_T1_4523,Q57HC,26.2,39.2
Sequence_T1_4524,9T0AC,0.0,28.9
Sequence_T1_4525,9T0AC,21.9,34.0
Sequence_T1_4526,9T0AC,0.0,28.9
Sequence_T1_4527,TZEJS,6.8,26.4
Sequence_T1_4529,TZEJS,6.3,26.4
Sequence_T1_4531,RAQNI,0.0,16.2
Sequence_T1_4532,42PMR,22.7,39.1
Sequence_T1_4533,42PMR,15.5,30.5
Sequence_T1_4535,42PMR,14.7,30.5
Sequence_T1_4536,LG73V,9.3,16.0
Sequence_T1_4540,HB4AB,2.9,10.6
Sequence_T1_4545,TJPFT,1.0,20.6
Sequence_T1_4546,TJPFT,0.0,20.6
Sequence_T1_4547,TJPFT,15.7,22.0
Sequence_T1_4548,UPUPM,0.0,18.3
Sequence_T1_4549,UPUPM,0.0,18.3
Sequence_T1_4550,ZDFOL,1.9,17.1
Sequence_T1_4551,73E7V,12.0,29.5
Sequence_T1_4552,73E7V,1.8,14.7
Sequence_T1_4553,73E7V,1.7,14.7
Sequence_T1_4554,FV51S,0.0,10.4
Sequence_T1_4555,OINMN,0.0,18.5
Sequence_T1_4556,OINMN,0.0,18.5
Sequence_T1_4557,OINMN,18.8,35.5
Sequence_T1_4558,KKONU,2.3,12.0
Sequence_T1_4559,KKONU,6.0,12.0
Sequence_T1_4560,KKONU,0.0,8.8
Sequence_T1_4561,02SK4,6.7,14.0
Sequence_T1_4562,02SK4,0.0,11.1
Sequence_T1_4563,Q8XEE,10.2,18.0
Sequence_T1_4564,Q8XEE,12.7,20.0
Sequence_T1_4565,Q8XEE,1.9,20.0
Sequence_T1_4566,Q8XEE,2.1,20.0
Sequence_T1_4567,Q8XEE,1.6,7.8
Sequence_T1_4568,Q8XEE,16.0,20.0
Sequence_T1_4569,B8W55,8.4,27.7
Sequence_T1_4570,B8W55,5.0,27.7
Sequence_T1_4571,4GCPM,3.8,13.4
Sequence_T1_4572,4GCPM,3.0,13.4
Sequence_T1_4573,4GCPM,2.6,11.8
Sequence_T1_4574,OLV1L,3.3,29.9
Sequence_T1_4575,IAK2E,2.1,30.0
Sequence_T1_4576,T832F,0.4,10.7
Sequence_T1_4577,1WEDJ,0.0,31.7
Sequence_T1_4578,1WEDJ,16.7,31.7
Sequence_T1_4579,1WEDJ,16.6,31.7
Sequence_T1_4580,1WEDJ,22.1,31.7
Sequence_T1_4585,EBCTL,6.2,13.0
Sequence_T1_4586,9B93K,1.8,10.4
Sequence_T1_4587,NCBNH,7.3,34.0
Sequence_T1_4589,09AT0,0.0,7.9
Sequence_T1_4590,D1UWI,0.0,21.3
Sequence_T1_4591,D1UWI,0.0,21.3
Sequence_T1_4592,TPH12,0.4,6.4
Sequence_T1_4593,TPH12,10.9,16.4
Sequence_T1_4594,FGY8R,10.7,18.4
Sequence_T1_4595,FGY8R,10.4,18.4
Sequence_T1_4596,FGY8R,13.3,21.6
Sequence_T1_4597,FGY8R,18.1,28.0
Sequence_T1_4598,F8HLI,0.0,17.8
Sequence_T1_4599,B8JAF,7.9,19.5
Sequence_T1_4601,G1CM7,20.1,27.9
Sequence_T1_4602,G1CM7,0.0,20.2
Sequence_T1_4603,G1CM7,12.1,27.9
Sequence_T1_4604,SAGM9,9.9,16.4
Sequence_T1_4605,SAGM9,8.1,16.4
Sequence_T1_4606,0K0LP,8.1,21.7
Sequence_T1_4607,0K0LP,6.4,21.7
Sequence_T1_4610,B1FY9,16.5,25.5
Sequence_T1_4611,B1FY9,16.8,28.6
Sequence_T1_4612,B1FY9,16.8,28.6
Sequence_T1_4613,WYZCW,9.1,24.8
Sequence_T1_4614,WYZCW,0.0,16.3
Sequence_T1_4615,VGAMG,4.0,15.6
Sequence_T1_4616,8L08M,4.5,18.6
Sequence_T1_4618,CN5G4,0.0,42.2
Sequence_T1_4619,CN5G4,0.0,42.2
Sequence_T1_4620,CN5G4,0.0,42.2
Sequence_T1_4621,CN5G4,0.0,42.2
Sequence_T1_4622,CN5G4,39.3,45.0
Sequence_T1_4623,4P13T,4.4,17.0
Sequence_T1_4624,4P13T,0.0,17.0
Sequence_T1_4625,0BX9N,0.0,9.9
Sequence_T1_4627,BRE3P,0.0,9.2
Sequence_T1_4628,WT405,10.4,23.3
Sequence_T1_4629,WT405,3.5,23.3
Sequence_T1_4630,WT405,3.5,23.3
Sequence_T1_4631,WT405,3.5,23.3
Sequence_T1_4632,WT405,0.6,23.3
Sequence_T1_4633,ME7II,0.9,10.5
Sequence_T1_4635,U1OYB,3.2,19.6
Sequence_T1_4636,SKI92,10.0,19.3
Sequence_T1_4637,U0X4P,0.0,30.8
Sequence_T1_4638,UEXO4,0.0,12.3
Sequence_T1_4639,TTZVW,9.5,16.9
Sequence_T1_4640,TTZVW,9.3,16.9
Sequence_T1_4641,TTZVW,6.8,16.9
Sequence_T1_4642,TTZVW,10.7,16.9
Sequence_T1_4643,DVBVZ,0.0,11.9
Sequence_T1_4644,QKOP0,0.0,18.9
Sequence_T1_4645,QKOP0,12.0,20.5
Sequence_T1_4646,QKOP0,0.0,18.9
Sequence_T1_4647,APZUZ,4.2,22.4
Sequence_T1_4648,RG1XI,0.0,32.0
Sequence_T1_4649,OIRJ0,0.0,22.0
Sequence_T1_4650,UFNPU,4.2,12.2
Sequence_T1_4651,QVQNK,12.0,16.6
Sequence_T1_4652,QVQNK,14.0,27.6
Sequence_T1_4653,QVQNK,12.3,18.0
Sequence_T1_4654,001YG,0.0,16.4
Sequence_T1_4655,GK08Z,8.2,22.4
Sequence_T1_4656,UXET8,0.0,9.8
Sequence_T1_4657,UXET8,2.9,15.4
Sequence_T1_4658,V2DAA,0.0,23.2
Sequence_T1_4659,QNUIU,16.0,22.9
Sequence_T1_4660,9GS13,6.5,14.3
Sequence_T1_4661,9GS13,4.9,12.4
Sequence_T1_4662,G87XG,8.7,22.5
Sequence_T1_4663,VTEWM,12.0,29.4
Sequence_T1_4664,VTEWM,1.0,16.0
Sequence_T1_4665,VTEWM,10.6,20.6
Sequence_T1_4666,VTEWM,12.0,29.4
Sequence_T1_4667,VTEWM,12.3,29.4
Sequence_T1_4668,8AZRX,15.3,26.0
Sequence_T1_4669,8AZRX,15.3,26.0
Sequence_T1_4670,8AZRX,14.2,21.9
Sequence_T1_4671,8AZRX,0.0,22.7
Sequence_T1_4672,0BNML,0.0,9.6
Sequence_T1_4674,S4UF8,0.0,26.6
Sequence_T1_4675,S4UF8,3.6,26.6
Sequence_T1_4676,S4UF8,25.8,32.3
Sequence_T1_4677,1YH1Y,0.0,8.3
Sequence_T1_4678,1YH1Y,0.0,8.3
Sequence_T1_4679,1YH1Y,2.3,7.7
Sequence_T1_4680,HQUHP,0.0,18.0
Sequence_T1_4681,EBTD6,2.5,18.6
Sequence_T1_4683,EBTD6,14.2,25.8
Sequence_T1_4684,WSS0V,5.0,11.0
Sequence_T1_4685,WSS0V,4.9,11.0
Sequence_T1_4686,WSS0V,0.0,11.0
Sequence_T1_4688,JJ7M6,16.1,26.6
Sequence_T1_4689,JJ7M6,17.1,26.6
Sequence_T1_4690,F3A3T,3.0,12.1
Sequence_T1_4691,F3A3T,0.0,12.1
Sequence_T1_4692,F3A3T,7.3,32.0
Sequence_T1_4694,F3A3T,7.4,32.0
Sequence_T1_4695,F3A3T,7.9,32.0
Sequence_T1_4696,DFJ3N,1.7,15.6
Sequence_T1_4697,DFJ3N,9.3,31.0
Sequence_T1_4698,KS0FF,0.0,32.0
Sequence_T1_4699,KS0FF,11.0,32.0
Sequence_T1_4700,5V8WH,0.0,16.9
Sequence_T1_4701,OJ4IE,15.6,25.4
Sequence_T1_4702,OJ4IE,0.0,25.4
Sequence_T1_4703,UANDB,0.1,11.6
Sequence_T1_4704,UANDB,2.5,18.8
Sequence_T1_4705,JO6GB,35.2,43.0
Sequence_T1_4706,REOES,0.0,17.8
Sequence_T1_4707,REOES,11.6,21.3
Sequence_T1_4708,0S9KN,0.0,16.8
Sequence_T1_4709,A75XI,0.0,17.6
Sequence_T1_4710,A75XI,0.0,17.6
Sequence_T1_4711,CFDXI,1.5,25.8
Sequence_T1_4712,CFDXI,0.0,25.8
Sequence_T1_4713,CFDXI,1.8,25.8
Sequence_T1_4714,TGDWN,19.6,29.2
Sequence_T1_4715,L8WFE,0.0,6.3
Sequence_T1_4716,L8WFE,0.0,6.3
Sequence_T1_4717,AS7SG,18.8,31.0
Sequence_T1_4718,AS7SG,3.6,23.9
Sequence_T1_4719,AS7SG,0.0,23.9
Sequence_T1_4720,AS7SG,0.0,23.9
